text,sentiment
Conference call arranged for 4.30pm today just blew my leaving early out the window,neutral
 Obviously not too bad,negative
My brother just woke me up to help him with his homework. I`m not happy,negative
just wants to hear his voice,neutral
its friday & every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone,neutral
"oh yes, happy star wars day.   May the fourth be with you...",positive
They raised the prices at work which means people are tipping less. Yay,negative
_UK That sucks! I had my exams be4 half term so It`s all good. Although they were major subjects now I have languages and stuff,neutral
"I also want it to be the 6th, i miss my girlies so much   WE GET TO BE ROOMIES AGAIN!",negative
"I`m just to far from where you are, I wanna go home...",positive
"Got me a dark red hair dye, going to get some bleach",neutral
 nice to have you back,positive
any one watching justin timberlake on SNL? He is greattttt! So hilarious,positive
 and the habitat is twitter-active. Neat,positive
 break a leg  but don`t do it for real it just a saying :p ' good luck',positive
 i was sweating 2 but i didnt see u there,neutral
 I understand  Computers are fun again!,positive
Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be,positive
 I was nice!! I called you  lmao,positive
thanks !!my real name is nadia,positive
#firefly weekend on SciFi channel  I`m a happy man,positive
wants to go back to charleston,neutral
"_4 Morning, just checking you can still find your Twhirl",neutral
Watching cartoons.....,neutral
They burnt my zuccini,negative
"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes",positive
" i did, haha. i`ll run is more suitable, at the moment.",positive
 CongratulationS. Great funky site! U did it waaw,positive
"Back in Glasgow, stuck in traffic on the M8",negative
"**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",neutral
down side = i have a seat by myself  loner. please be a starbucks there.,neutral
Today is a blessed day,positive
" Yes, sir!   See here http://is.gd/wz2K",neutral
  hope he is ok!,positive
  you better come back soon! <3,positive
"Heading of to the theatre! Having a show tonight, I`m so exited!",positive
"Dinner party was great!  Happy, full clients that is what I like to end my day with",positive
 I don`t like fishfingers. I don`t like fish or seafood really. But enjoy it,neutral
I really need to lose weight. Anybody wanna be my exercise-buddy?,neutral
"I started X-Slimmer at eight this morning, it`s still going  I hate that it always want`s my friggin password.",negative
almost got in a giant car accident on the 101,negative
 No blood drives in my area.  I`ll keep looking.,neutral
 we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,positive
1 day to my Birthday !,neutral
Favorite little cartoon movie in the world,positive
 Oh no! Dead muffins ... how sad,negative
 not the best way to start your day,positive
is working hard or maybe thats hardly working,negative
" You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",neutral
 and  great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!,positive
  Word. Yayy twitter after dark lol.,positive
"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",positive
 Hope the train remembers the way - they can go a bit loopy on bank holidays,negative
Lost at bowling again  why do i suck,negative
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",negative
but omg mummy bought me ice-cream!,positive
"cold,so cold ****!",negative
" Good to hear! I got a bit of a tan today too, which is unheard of for me- I am SO pasty white all the time.  Mostly I freckle.",neutral
Yikes. That poor girl on BGT. That was quite hard to watch,negative
Thinks she`s getting sick.....,negative
 Haha you`re welcome! I was honestly going crazy too. Have a great night as well,positive
Im glad i can make sumone smile,positive
" made me want taco bell, **** you sara! oh well now i`m going to go change into my jammies now.",neutral
Please don`t vote for her out of sympathy!  #BGT,negative
 what don`t be sad?  Be glad. Your 21,neutral
"I need a friend right now  , I feel like mmmm ... sosad",negative
" dammit, no! one tweet from september, noodles is also taken",negative
 aw  were sad you had to leave tokyo. come back.please,negative
Were at citibank I thought we were gonna go to grannys house but were no,neutral
tomorrow He`ll gone to new home...I was Born single(our little puppy of basset hound),neutral
" You`ve got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it`s what life is for",positive
 The bag looks stylish. Congrats!,positive
Bored out of my mind!  LOL,negative
Man tha mojitos from earlier got me feelin type funny. Hope I don`t get sick  http://myloc.me/20DD,negative
I`m feeling so weak and tired from seating down in front of the pc. I really need to study for my HA long quiz.,negative
"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....",neutral
THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,negative
http://twitpic.com/4jkvh - I wasn`t bored really..  my redd converse. I love converse.,positive
Painting is hard work. Very tired. But satisfying to see God`s house getting prettier.  And I like the yellow of Tim`s room.,neutral
 and I`m not getting another one ... There`s only 1 alfie,negative
 don`t make me smite you! and yeah  yeah it really does. No cuties for me,negative
 now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,neutral
   G`night!,neutral
 I broke up with Christian Bale when he played Batman,negative
Sitting on the bed NOT wanting to go to work,negative
  Looks like I`m on tea duty all day.,neutral
Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,positive
_radio i`m too awake now  ill have a nap this afternoon,neutral
ps it`s rainging,positive
"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",negative
mum is driving me and the Eric out to jt for the night.,neutral
You such a good friend <3 I miss you so much,neutral
 wasn`t that mother song SO funny? SO wrong but SO funny - I heart ,neutral
"? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!  http://tr.im/kpK8",positive
I feel like I`m going to toss my cookies,neutral
so bored. nothing to do,negative
  I doubt it! Boo! You always leave me behind on your awesome roadtrips!,negative
"And I`m back, from a sooper dooper, extra bharia, extra dhumchik two day stay at mom`s place, yay!  It`s a fun fun feelin`",positive
 I`m like so upset with you.. haha.. you never told me the 411..,neutral
Making a twitter account,neutral
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,neutral
still in love with marky mark,positive
" Aww, thanks!",positive
ok shopping was far too fun ~ unpacking the bags now,positive
" hey you, honey bear! Don`t goooooooo  puhleeezeee..",neutral
"Gmorning   ooh giirll, Mondays",positive
started a great mother`s day season!,positive
: I`m real,neutral
"left school just now. my new dress broke, the strap ripped off",negative
"the downside of getting TDL 3 days early is that i won`t have time to read it til next week anyway!  but still, hurrah *clutches it close*",positive
 That sucks about your prints. Sorry,negative
"_dizon it`s a little late but congratulations, leah  happy mothers day!",positive
", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly.",positive
 can you follow me please?,neutral
omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,negative
" I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",neutral
"Trip to DC next week canceled.  So, no Artomatic or beer with .",neutral
"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k",positive
_perfect I`m trying to self learn photoshop but it`s not going so well!,negative
   grats to aaron and christine,neutral
" oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",negative
Apparently it`s 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,negative
 It was on my CNN subscription on Google Reader. I couldn`t help but repost it,neutral
just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch,positive
waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,negative
found six great vegan places to eat and relax at; four of which I can`t get to without a car,neutral
I wish I could get sushi delivered to work,positive
Friday Night and working,neutral
just got the dreaded call from babysitter - little H has bumped her head  Sitter says she`s fine and goose egg is going down fast,negative
